Air Temprature,Atmospresure station,Atmospresure sea,Relative humidity,mean wind speed,Min Temprature,Maximum Temprature ,Horizontol Visibility ,Dew Pount Temprature,Class
2.8,761,774.1,73,3,1.7,6.7,16,-1.7,NoRain
5,760.3,773.3,57,3,-0.5,5,12,-2.8,NoRain
5,760.3,773.3,57,3,-0.5,5,12,-2.8,NoRain
5,759.5,772.6,82,2,-0.5,6.7,16,2.2,NoRain
5,759.5,772.6,82,2,-0.5,6.7,16,2.2,NoRain
1.1,760.6,773.8,100,0,-1.7,3.3,0.2,1.1,NoRain
1.1,760.6,773.8,100,0,-1.7,3.3,0.2,1.1,NoRain
1.1,760.6,773.8,100,2,-0.6,6.1,0.2,1.1,NoRain
1.1,761,774.2,97,2,-1,5,11,0.6,NoRain
4.4,761,774.2,86,2,-1,6.1,16,2.2,NoRain
0,762.5,775.6,100,0,-1.7,5,0.4,0,NoRain
-1.1,762.8,775.9,100,0,-1.1,11.1,4.8,-1.1,NoRain
3.9,762.8,775.9,79,2,1.7,8.9,16,0.6,NoRain
8.9,761.8,775,63,0,1.7,11.1,16,2.2,NoRain
6.1,762.5,775.7,80,2,1.7,6.7,16,2.8,NoRain
1.7,762.5,775.6,93,3,1.7,11.1,16,0.6,NoRain
5,763.6,776.8,86,5,2.2,9.4,16,2.8,NoRain
8.9,763.8,776.9,74,3,2.2,11.1,16,4.4,NoRain
5.6,765.6,778.9,82,6,2.8,5.6,16,2.8,NoRain
2.8,764.8,778,93,7,2.2,15.2,16,1.7,NoRain
2.8,764.8,778,93,7,2.2,7.2,16,1.7,NoRain
3.3,765.1,778.2,89,7,0.6,6.1,16,1.7,NoRain
6.1,764.5,777.7,71,5,0.6,7.2,16,1.1,NoRain
3.3,765.6,778.6,86,4,0.6,3.3,16,1.1,NoRain
1.1,764.8,777.9,100,4,0.6,7.2,0.4,1.1,NoRain
3.3,764.1,777.3,97,4,2.2,5,11,2.8,NoRain
5,764.1,777.2,89,2,2.2,7.2,11,3.3,NoRain
2.8,764.3,777.5,93,3,1.1,5,0.4,1.7,NoRain
2.8,762.5,775.7,96,2,2.2,7.8,16,2.2,NoRain
4.4,759.8,772.8,93,0,4.4,6.7,16,3.3,NoRain
6.7,756.5,769.6,76,3,5,7.8,16,2.8,NoRain
6.7,751.3,764.2,76,3,3.3,7.8,16,2.8,NoRain
5.6,752.5,765.3,85,4,5.6,7.8,16,3.3,NoRain
6.1,754,766.9,76,0,5.6,10,16,2.2,NoRain
7.8,757,769.9,77,0,5,10,16,3.9,NoRain
9.4,758.8,771.8,74,2,5,10,16,5,NoRain
7.2,760.3,773.3,83,2,5.6,7.2,16,4.4,NoRain
5.6,758,770.9,89,2,5,15.2,16,3.9,NoRain
7.8,750.3,763,66,3,6.7,10,16,1.7,NoRain
8.9,753.5,766.5,71,4,5.6,10,16,3.9,NoRain
7.2,751.5,764.3,86,4,5.6,7.2,16,5,NoRain
8.3,749.2,762,74,2,6.1,10,16,3.9,NoRain
7.2,751.5,764.2,77,3,6.7,11.1,16,3.3,NoRain
10,752,764.8,66,7,7.8,10,16,3.9,NoRain
8.9,748.5,761.2,89,5,8.9,15.6,16,7.2,NoRain
5,749.8,762.7,93,2,3.3,10,16,3.9,NoRain
6.1,751.5,764.4,86,3,6.1,9.4,16,3.9,NoRain
10.6,747.3,759.9,43,5,4.4,10.6,16,-1.7,NoRain
4.4,750.7,763.6,83,2,3.9,11.1,16,1.7,NoRain
6.7,752.8,765.6,76,4,6.7,9.4,16,2.8,NoRain
9.4,753.8,766.6,66,0,7.2,11.1,16,3.3,NoRain
8.3,756.5,769.5,63,4,6.7,8.3,16,1.7,NoRain
7.8,757,770,77,6,6.7,10,16,3.9,NoRain
7.2,757,769.9,77,5,5.6,8.3,16,3.3,NoRain
8.3,754.8,767.5,71,6,5.6,10,16,3.3,NoRain
6.7,751,763.9,83,5,5.6,6.7,16,3.9,NoRain
5.6,746,758.7,89,4,5.6,6.7,16,3.9,NoRain
11.7,747.5,760.2,52,7,6.7,11.7,16,2.2,NoRain
10.6,749.5,762.4,61,8,6.7,11.1,16,3.3,NoRain
9.4,748,760.8,77,3,5,10.6,16,5.6,NoRain
8.3,746.8,759.5,83,2,5,8.9,16,5.6,NoRain
11.7,745.8,758.4,35,6,6.7,11.7,16,-3.3,NoRain
8.9,746.8,759.5,44,5,7.8,8.9,16,-2.8,NoRain
8.3,749.5,762.2,42,7,3.3,8.9,16,-3.9,NoRain
7.8,751.5,764.5,44,8,3.3,8.3,16,-3.9,NoRain
6.1,754.8,767.7,49,6,3.9,6.1,16,-3.9,NoRain
3.9,756.1,769,57,5,3.3,8.3,16,-3.9,NoRain
3.9,757,770,65,5,2.2,7.2,16,-2.2,NoRain
7.2,756.5,769.6,68,3,2.2,8.3,14.6,1.7,NoRain
7.2,756.5,769.6,68,3,2.2,8.3,16,1.7,NoRain
5,756.3,769.3,65,3,0.6,5,14.6,-1.1,NoRain
5,756.3,769.3,65,3,0.6,5,16,-1.1,NoRain
2.2,754,766.9,86,3,1.1,4.4,16,0,NoRain
2.2,752,764.9,89,2,1.1,15.2,16,0.6,NoRain
3.9,750,763,70,3,0.6,4.4,16,-1.1,NoRain
2.8,750.7,763.6,67,2,1.7,6.1,16,-2.8,NoRain
2.8,751.3,764.2,65,4,1.1,15.2,16,-3.3,NoRain
8.9,744.7,757.3,80,7,8.3,11.7,16,5.6,NoRain
10,744.7,757.5,77,5,9.4,11.1,16,6.1,NoRain
10.6,744,756.7,89,3,8.3,14.4,16,8.9,NoRain
8.9,746,758.6,89,4,3.3,13.3,16,7.2,NoRain
13.3,747.3,760,47,4,3.3,14.4,16,2.2,NoRain
9.4,751.3,763.9,59,2,3.3,10,16,1.7,NoRain
3.9,753.3,766,82,2,3.9,17.2,16,1.1,NoRain
10,753.3,766.1,57,4,8.9,15.6,16,1.7,NoRain
15.6,753,765.7,41,5,8.9,17.2,16,2.2,NoRain
13.9,754.8,767.6,47,4,8.3,14.4,16,2.8,NoRain
9.4,754,766.8,77,4,8.9,13.3,16,5.6,NoRain
12.8,752.5,765.3,62,6,7.8,13.3,16,5.6,NoRain
13.3,750.5,763.3,77,3,7.8,13.3,9,9.4,NoRain
9.4,751.3,764.1,100,2,8.9,12.2,0.1,9.4,NoRain
8.9,749.5,762.2,100,2,7.8,15.2,14.6,8.9,NoRain
8.9,749.5,762.2,100,2,7.8,20,0.1,8.9,NoRain
11.1,749,761.6,86,0,7.8,20,16,8.9,NoRain
19.4,748.8,761.2,51,0,7.8,19.4,16,8.9,NoRain
13.9,750.5,763.1,74,2,6.7,13.9,14,9.4,NoRain
8.9,751.3,763.9,93,0,7.8,15.2,16,7.8,NoRain
11.1,752,764.8,80,0,8.6,15.2,16,7.8,NoRain
12.2,754.8,767.5,75,5,7.8,12.2,16,7.8,NoRain
8.3,754.6,767.3,97,4,8.3,14.4,4.8,7.8,NoRain
10,755.3,768.1,86,5,10,13.9,16,7.8,NoRain
13.9,755.3,768.1,74,3,10.6,14.4,16,9.4,NoRain
11.1,756.8,769.5,86,6,10,11.7,14,8.9,NoRain
10.6,756.1,768.9,86,6,10.6,15,16,8.3,NoRain
7.2,754,766.9,97,0,7.2,18.9,16,6.7,NoRain
10,755.5,768.3,86,2,8.3,17.2,16,7.8,NoRain
16.7,757.3,770.1,62,3,8.3,18.9,16,9.4,NoRain
13.3,761.3,774.3,67,3,7.8,13.3,16,7.2,NoRain
9.4,764.3,777.1,86,4,8.3,18.3,16,7.2,NoRain
12.8,765.1,778,72,0,9.4,17.8,16,7.8,NoRain
17.2,765.3,778.2,60,2,9.4,18.3,16,9.4,NoRain
13.9,765.6,778.4,64,2,9.4,13.9,16,7.2,NoRain
9.4,763.8,776.6,83,3,9.4,15.6,16,6.7,NoRain
11.1,761.3,774.1,86,5,10.6,13.9,16,8.9,NoRain
13.9,758,770.7,74,7,12.2,15.2,16,9.4,NoRain
8.3,748.3,760.9,74,4,8.3,10.6,16,3.9,NoRain
8.9,748.8,761.5,77,3,8.3,15.6,16,5,NoRain
10,752.2,764.9,77,4,10,14.4,16,6.1,NoRain
10,749.5,762.1,89,5,10,16.7,16,8.3,NoRain
11.1,751.8,764.4,80,3,6.7,15.6,16,7.8,NoRain
15,753.8,766.5,64,5,6.7,16.7,16,8.3,NoRain
12.2,755.5,768.3,77,5,5.6,12.2,16,8.3,NoRain
7.2,755.3,768.1,93,3,6.7,17.2,16,6.1,NoRain
10.6,756.1,768.7,80,0,5.6,16.7,16,7.2,NoRain
16.7,755.8,768.4,54,3,5.6,17.2,16,7.2,NoRain
12.2,757.6,770.4,67,2,5,12.2,16,6.1,NoRain
6.1,759.1,772,89,0,5.6,13.3,16,4.4,NoRain
9.4,760.8,773.6,74,0,3.3,13.3,16,5,NoRain
13.3,761.3,774.3,51,3,3.3,13.3,16,3.3,NoRain
9.4,762.5,775.7,59,3,3.3,9.4,16,1.7,NoRain
3.9,761.8,774.8,86,3,3.3,12.2,16,1.7,NoRain
6.1,760,773.1,82,3,6.1,12.2,16,3.3,NoRain
12.2,756.3,769.2,53,2,7.2,12.2,16,2.8,NoRain
9.4,753.8,766.5,74,2,6.7,9.4,16,5,NoRain
8.9,751.3,763.9,80,5,7.8,15.2,16,5.6,NoRain
10.6,750,762.7,71,4,6.1,10.6,16,5.6,NoRain
7.2,748.5,761.2,83,3,6.1,15.6,16,4.4,NoRain
8.3,748.3,760.9,74,4,7.8,13.9,16,3.9,NoRain
11.7,746.8,759.4,72,4,7.2,11.7,16,6.7,NoRain
8.9,746,758.8,89,0,8.3,17.8,16,7.2,NoRain
11.1,748.8,761.5,77,4,6.1,17.8,16,7.2,NoRain
17.2,752.5,765.2,37,3,6.1,17.8,16,2.2,NoRain
12.2,756.5,769.3,64,2,6.1,12.8,16,5.6,NoRain
7.2,758,771,83,0,6.1,16.7,16,4.4,NoRain
9.4,758.5,771.4,77,3,8.3,16.7,16,5.6,NoRain
16.7,757.6,770.4,46,2,8.3,16.7,16,5,NoRain
8.3,752.5,765.3,90,2,8.3,16.7,16,6.7,NoRain
11.7,750.3,762.9,80,3,10.6,14.4,16,8.3,NoRain
13.9,748.8,761.3,69,5,10.6,16.7,16,8.3,NoRain
17.2,749,761.7,48,12,7.8,18.9,16,6.1,NoRain
13.3,752,764.7,62,5,8.6,15.2,16,6.1,NoRain
13.9,753.3,765.9,62,0,8.3,20,16,6.7,NoRain
20,753,765.7,39,3,8.3,20.6,16,5.6,NoRain
14.4,754.8,767.5,70,2,7.2,15,16,8.9,NoRain
8.3,754,766.9,83,0,8.3,20,16,5.6,NoRain
12.2,753.8,766.6,57,2,8.9,18.9,16,3.9,NoRain
18.3,753.5,766.2,39,4,8.9,20,16,3.9,NoRain
14.4,754.6,767.3,58,3,7.2,14.4,16,6.1,NoRain
8.9,754,766.6,80,3,8.9,20.6,16,5.6,NoRain
13.3,754.8,767.5,55,4,8.3,20,16,4.4,NoRain
20,754.8,767.5,36,6,8.3,20.6,16,4.4,NoRain
15,757.3,769.9,64,5,6.7,15,16,8.3,NoRain
8.9,756.8,769.6,83,0,8.3,16.7,16,6.1,NoRain
12.2,755.5,768.4,62,3,8.3,16.7,16,5,NoRain
16.1,754,766.7,56,5,8.3,16.7,16,7.2,NoRain
11.7,753.5,766.4,83,3,8.9,11.7,16,8.9,NoRain
9.4,753,765.8,90,0,8.3,16.7,16,7.8,NoRain
11.7,753.3,766.1,77,2,10.6,15.6,16,7.8,NoRain
15.6,753,765.7,56,5,11.1,16.7,16,6.7,NoRain
13.3,753.5,766.1,81,0,10.6,13.9,16,10,NoRain
15,751.3,763.9,69,7,11.1,17.8,16,9.4,NoRain
13.9,752.8,765.4,81,4,11.1,14.4,16,10.6,NoRain
13.3,751.3,764,75,4,12.2,18.9,16,8.9,NoRain
17.8,747,759.4,70,5,13.3,29.4,16,12.2,NoRain
29.4,746.2,758.7,26,3,13.3,30,16,7.8,NoRain
22.2,748.5,761,50,2,12.8,23.3,16,11.1,NoRain
14.4,749,761.5,81,0,13.3,26.7,16,11.1,NoRain
19.4,750,762.5,55,2,12.8,26.7,16,10,NoRain
25.6,750,762.6,42,4,12.8,26.1,16,11.7,NoRain
19.4,752.8,765.4,66,2,12.2,20,16,12.8,NoRain
12.8,752.5,765.2,93,2,12.8,23.3,16,11.7,NoRain
16.7,753.3,765.9,75,5,13.3,22.2,16,12.2,NoRain
22.2,753.3,765.8,55,5,13.3,23.3,16,12.8,NoRain
18.9,754.8,767.4,68,4,12.8,18.9,16,12.8,NoRain
13.9,753.8,766.5,87,2,13.3,18.3,16,11.7,NoRain
16.7,753,765.7,73,2,14.4,17.8,16,11.7,NoRain
15,752.2,764.8,75,0,14.4,22.2,16,10.6,NoRain
15,752.5,765.2,75,2,10.6,21.7,16,10.6,NoRain
20.6,752.5,765.2,44,3,10.6,22.2,16,7.8,NoRain
16.7,753.8,766.5,67,2,10,16.7,16,10.6,NoRain
11.1,753.5,766.1,83,2,10.6,20,16,8.3,NoRain
13.3,753,765.6,75,2,12.8,20,16,8.9,NoRain
19.4,752,764.8,57,3,12.8,20,16,10.6,NoRain
16.1,752.5,765.1,67,4,12.2,16.1,16,10,NoRain
12.8,751.3,763.9,83,2,12.8,20,16,10,NoRain
14.4,750.7,763.4,70,2,11.1,19.4,16,8.9,NoRain
19.4,750.5,763.2,49,3,11.1,20,16,8.3,NoRain
15,751.5,764.1,69,2,10.6,15,16,9.4,NoRain
11.1,750.3,763,86,3,11.1,17.8,16,8.9,NoRain
12.2,749.8,762.5,75,2,10,17.2,16,7.8,NoRain
16.7,748.8,761.5,54,2,10,17.8,16,7.2,NoRain
11.7,745.5,758,83,3,10.6,12.8,16,8.9,NoRain
12.8,744,756.5,77,4,10.6,13.9,16,8.9,NoRain
16.7,746.2,758.8,65,4,12.2,17.8,16,10,NoRain
13.9,746.5,759,78,4,12.8,24.4,16,10,NoRain
16.7,747.3,759.7,52,3,11.7,22.8,11,6.7,NoRain
22,748,760.7,41,2,11.7,24.4,14,8,NoRain
18.3,750.3,762.9,39,2,11.7,18.9,9,3.9,NoRain
12.2,750.5,763,57,0,11.7,24.4,11,3.9,NoRain
17.2,750.7,763.3,40,3,11.7,23.3,16,3.3,NoRain
23.3,751,763.6,25,3,11.7,24.4,16,2.2,NoRain
18.9,752.2,764.9,42,2,10,19.4,16,5.6,NoRain
11.7,751.3,763.9,64,3,11.7,23.3,16,5,NoRain
18.3,750,762.5,32,3,12.8,22.8,16,1.1,NoRain
22.8,748.5,761.1,24,6,12.8,23.3,16,1.1,NoRain
18.9,749.2,761.8,47,4,12.2,18.9,16,7.2,NoRain
13.9,748,760.5,72,3,12.8,21.1,16,8.9,NoRain
15.6,747.7,760.3,65,2,12.2,21.1,16,8.9,NoRain
20.6,748.3,760.7,44,3,12.2,20.6,16,7.8,NoRain
14.4,750,762.5,72,3,11.7,17.2,16,9.4,NoRain
12.2,749.5,762,83,2,12.2,25,16,9.4,NoRain
17.2,749,761.5,76,4,15.6,22.8,16,12.8,NoRain
22.8,748.8,761.3,57,3,15.6,25,16,13.9,NoRain
20.6,750.3,762.8,66,4,14.4,21.1,16,13.9,NoRain
16.1,750,762.6,81,3,15.6,26.7,16,12.8,NoRain
20,750.5,763.1,57,6,12.2,26.7,16,11.1,NoRain
26.7,751.3,763.8,34,3,12.2,26.7,16,9.4,NoRain
19.4,753.8,766.4,61,2,11.1,20,16,11.7,NoRain
13.3,754.8,767.3,77,2,12.2,22.8,16,9.4,NoRain
18.3,755.8,768.5,52,4,14.4,22.8,16,8.3,NoRain
22.8,756.5,769.1,38,4,14.4,22.8,16,7.8,NoRain
19.4,757.8,770.4,59,0,12.8,19.4,16,11.1,NoRain
14.4,755.8,768.5,90,0,14.4,20,16,12.8,NoRain
18.3,751.3,763.9,59,5,15,18.3,16,10,NoRain
15,750,762.7,72,4,15,21.7,16,10,NoRain
16.7,749,761.6,75,4,16.7,21.1,16,12.2,NoRain
20.6,748.5,761,73,3,17.8,21.7,16,15.6,NoRain
19.4,749.5,762,79,2,17.2,19.4,16,15.6,NoRain
17.8,748.5,761.2,87,2,17.2,23.9,16,15.6,NoRain
18.3,748,760.6,84,2,17.2,23.3,16,15.6,NoRain
23.3,746.8,759.2,64,3,17.8,23.9,11,16.1,NoRain
19,748.3,760.8,73,4,16.1,21.1,16,14,NoRain
18,748.5,760.9,73,3,17.8,27.2,16,13,NoRain
21,748.8,761.3,78,2,17.8,26.1,16,17,NoRain
26,748,760.6,54,5,17.8,27.2,9,16,NoRain
23,748.5,760.9,65,2,17.2,23.3,9,16,NoRain
18.3,749.2,761.7,78,2,17.8,29.4,16,14.4,NoRain
21.7,748.3,760.7,59,0,21.1,29.4,12,13.3,NoRain
28,747.3,759.7,42,3,21.7,28.9,9,14,NoRain
23,747.7,760.3,61,2,20,25,14,15,NoRain
22,747,759.3,61,4,21.7,31.1,16,14,NoRain
26,746.5,758.9,48,7,18.9,30.6,16,14,NoRain
31,748.3,760.6,35,4,18.9,31.1,16,14,NoRain
25.6,751,763.3,50,5,18.3,26.1,16,14.4,NoRain
19.4,751,763.4,76,3,18.9,32.2,16,15,NoRain
25,750.7,763.2,52,5,20,31.7,16,14.4,NoRain
31.1,750,762.4,35,5,20,32.2,16,13.9,NoRain
25.6,750.7,763.1,54,2,18.3,25.6,16,15.6,NoRain
20.6,749.5,761.8,73,0,20,32.2,16,15.6,NoRain
25,749,761.5,50,5,17.2,32.2,16,13.9,NoRain
32.2,749,761.3,27,5,17.2,32.2,16,11.1,NoRain
23.9,750.7,763.3,48,3,16.7,24.4,16,12.2,NoRain
17.2,750.5,763,54,0,17.2,29.4,16,7.8,NoRain
21.7,750.7,763.2,32,5,13.9,29.4,16,4.4,NoRain
28.3,751.3,763.8,26,5,13.9,28.3,16,7.2,NoRain
21.7,754,766.6,47,6,14.4,21.7,16,10,NoRain
15,753.3,766,72,3,13.9,23.9,16,10,NoRain
18.3,753.5,766.3,68,5,16.1,23.9,16,12.2,NoRain
22.8,753.3,765.8,59,3,16.1,22.8,14.6,14.4,NoRain
22.8,753.3,765.8,59,3,16.1,22.8,16,14.4,NoRain
17.2,754.3,766.8,90,2,16.1,18.3,6,15.6,NoRain
17.2,752.2,764.9,90,2,16.7,15.2,14.6,15.6,NoRain
17.2,752.2,764.9,90,2,16.7,25,16,15.6,NoRain
18.9,751.3,763.9,70,0,15.6,25,16,13.3,NoRain
23.9,750,762.5,54,3,15.6,23.9,16,13.9,NoRain
17.2,750.5,763.2,76,4,15.6,17.8,16,12.8,NoRain
16.1,749,761.5,84,5,15.6,29.4,16,13.3,NoRain
17.2,747.7,760.3,78,3,17.2,28.9,16,13.3,NoRain
28.3,746,758.5,41,5,17.8,29.4,16,13.9,NoRain
22.2,747.3,759.7,59,4,17.8,23.9,16,13.9,NoRain
17.8,746.2,758.5,78,3,17.8,31.1,16,13.9,NoRain
23.3,745.5,757.8,54,0,17.2,31.1,16,13.3,NoRain
31.1,746,758.4,35,3,17.2,31.1,14.6,13.9,NoRain
31.1,746,758.4,35,3,17.2,31.1,16,13.9,NoRain
25,748.5,760.9,47,5,16.7,25,16,12.8,NoRain
17.8,749,761.4,73,0,17.2,30.6,16,12.8,NoRain
22.8,749.5,762,51,4,16.7,30.6,16,12.2,NoRain
30.6,749.8,762.1,31,5,16.7,30.6,16,11.7,NoRain
23.3,752.2,764.8,46,4,16.1,23.3,16,11.1,NoRain
16.7,752.2,764.8,58,4,16.7,28.9,16,8.3,NoRain
21.1,752.8,765.4,46,7,14.4,27.8,16,8.9,NoRain
27.8,752.5,765.1,31,6,14.4,28.9,16,8.9,NoRain
21.1,754.3,767,51,3,12.2,21.7,16,10.6,NoRain
14.4,753.3,766,67,2,14.4,24.4,16,8.3,NoRain
17.8,752.2,764.9,50,4,13.3,24.4,16,7.2,NoRain
24.4,751.3,763.9,35,4,13.3,24.4,16,7.8,NoRain
19.4,752.2,764.8,51,2,12.2,19.4,16,8.9,NoRain
13.3,751.5,764.1,75,0,13.3,22.2,16,8.9,NoRain
17.2,751.3,763.9,60,4,15,21.7,16,9.4,NoRain
21.7,751.8,764.2,42,4,15,22.2,16,8.3,NoRain
16.7,752.5,765.2,58,5,14.4,17.8,16,8.3,NoRain
15,750.5,763,72,4,15,23.9,16,10,NoRain
16.7,749.5,762.1,84,2,15,23.9,16,13.9,NoRain
23.9,749.2,761.8,55,2,15,23.9,16,14.4,NoRain
17.8,751,763.6,75,3,15.6,18.3,16,13.3,NoRain
15.6,751.3,763.6,90,2,15,30,16,13.9,NoRain
17.8,750.7,763.2,81,4,16.1,30,16,14.4,NoRain
30,749.5,761.9,35,3,16.1,30,16,12.8,NoRain
23.3,750.5,763,54,2,15.6,23.3,16,13.3,NoRain
16.1,749.8,762.1,78,2,16.1,28.3,16,12.2,NoRain
21.1,750,762.5,55,5,15.6,28.3,16,11.7,NoRain
28.3,750.7,763.2,34,5,15.6,28.3,14.6,11.1,NoRain
28.3,750.7,763.2,34,5,15.6,28.3,16,11.1,NoRain
16.7,752.8,765.4,80,2,13.9,19.4,16,13.3,NoRain
15.6,752.8,765.4,84,4,15.6,25,16,12.8,NoRain
19.4,753,765.5,66,5,13.3,25,16,12.8,NoRain
24.4,752.5,765.1,37,5,13.3,25,16,8.9,NoRain
20,754,766.6,53,2,13.3,20.6,16,10,NoRain
13.3,753.8,766.4,77,3,13.3,24.4,16,9.4,NoRain
18.3,754,766.6,56,5,16.1,23.9,16,9.4,NoRain
23.9,753.8,766.5,41,3,16.1,24.4,16,10,NoRain
20,755.3,767.9,55,2,14.4,20,16,10.6,NoRain
16.1,754,766.5,65,4,16.1,22.8,16,9.4,NoRain
19.4,753.5,766,71,5,13.3,22.8,16,13.9,NoRain
21.7,753.3,766,57,2,13.3,21.7,16,12.8,NoRain
17.2,754.6,767.1,73,3,12.8,18.3,16,12.2,NoRain
14.4,753.8,766.3,87,0,13.3,23.9,16,12.2,NoRain
17.8,753.8,766.5,75,3,15.6,23.9,16,13.3,NoRain
23.3,753.8,766.4,50,3,15.6,23.9,16,12.2,NoRain
18.3,754.8,767.5,73,2,15,18.9,16,13.3,NoRain
15.6,753.5,766,86,4,15.6,15.2,16,13.3,NoRain
18.3,752.8,765.2,76,2,15.6,26.1,16,13.9,NoRain
25.6,751.8,764.2,37,3,15.6,26.1,16,10,NoRain
19.4,752.5,765.1,53,2,13.9,19.4,16,9.4,NoRain
15.6,751.5,764.1,65,2,15.6,25.6,16,8.9,NoRain
18.3,750.3,762.8,54,4,13.9,25.6,16,8.9,NoRain
25.6,749,761.6,28,3,13.9,25.6,16,5.6,NoRain
19.4,749.5,762.1,59,4,12.8,19.4,16,11.1,NoRain
13.9,748.3,760.7,78,3,13.9,22.8,16,10,NoRain
15.6,748,760.6,62,4,15.6,22.8,16,8.3,NoRain
22.8,748.5,761,41,3,15.6,22.8,16,8.9,NoRain
16.7,750.5,763,67,3,13.3,17.2,16,10.6,NoRain
15.6,750.5,763.1,62,3,15.6,23.3,16,8.3,NoRain
17.2,750.7,763.3,60,7,15.6,21.7,16,9.4,NoRain
21.1,750,762.5,59,4,15.6,23.3,16,12.8,NoRain
19.4,749.8,762.2,73,6,15.6,19.4,16,14.4,NoRain
23.9,747.5,760,50,5,14.4,24.4,16,12.8,NoRain
17.2,749,761.5,70,2,14.4,17.8,16,11.7,NoRain
14.4,748.8,761.3,90,3,14.4,25,16,12.8,NoRain
17.8,747.7,760.2,78,3,15,25,16,13.9,NoRain
23.9,747.5,760,58,3,15,25,16,15,NoRain
17.8,749,761.5,78,4,13.9,20.6,14,13.9,NoRain
15,748.8,761.2,90,3,15,32.2,16,13.3,NoRain
21,747.5,760,64,3,16.1,32.2,11,14,NoRain
31.7,747.5,759.9,34,4,16.1,31.7,8,13.9,NoRain
21.7,749.2,761.9,68,2,15.6,21.7,11,15.6,NoRain
16.1,749,761.5,84,0,16.1,32.8,12,13.3,NoRain
21,748.3,760.7,64,2,16.1,32.2,8,14,NoRain
31,747.7,760.2,40,3,16.1,32.8,6,16,NoRain
24,749.2,761.6,61,3,16.1,24,8,16,NoRain
16,748.5,760.9,88,0,16.1,31.7,9,14,NoRain
22,748,760.4,61,2,15.6,30.6,9,14,NoRain
31,747.7,760.3,33,5,15.6,31.7,6,13,NoRain
22,749.8,762.2,61,3,15,22.2,11,14,NoRain
16,749.8,762.3,83,0,15.6,28.9,11,13,NoRain
22,749.2,761.8,61,3,15,28.9,6,14,NoRain
29,748.8,761.3,40,4,15,29,8,14,NoRain
20.6,750,762.5,68,3,13.9,21.1,16,14.4,NoRain
15.6,749.5,761.8,86,0,15,27.8,16,13.3,NoRain
20.6,748.8,761.2,68,2,14.4,27.8,16,14.4,NoRain
27.8,748,760.3,41,5,14.4,27.8,9,13.3,NoRain
20.6,749.2,761.7,70,3,14.4,21.1,16,15,NoRain
15,748.5,761,90,0,14.4,27.8,16,13.3,NoRain
19.4,748,760.4,71,2,14.4,27.2,16,13.9,NoRain
27.2,747.3,759.7,41,3,14.4,27.8,16,12.8,NoRain
18.3,748.5,761.2,73,4,14.4,20.6,16,13.3,NoRain
14.4,747.5,760,90,2,14.4,15.2,16,12.8,NoRain
20.6,746.8,759.1,59,3,18.9,32.8,16,12.2,NoRain
32,745.8,758,29,3,18.9,32.8,9,12,NoRain
26.1,747.5,759.8,47,2,18.3,27.2,6,13.9,NoRain
19,746.8,759.2,73,2,18.9,34.4,9,14,NoRain
27,747,759.2,39,3,21.1,33.9,9,12,NoRain
33,747.7,760.2,24,4,21.1,34.4,6,10,NoRain
27,749.5,762,51,2,20,27.8,9,16,NoRain
22,749.8,762.1,61,3,21.1,32.8,8,14,NoRain
26,749.5,761.9,39,5,20.6,32.2,9,11,NoRain
32,749.2,761.7,31,5,20.6,32.8,8,13,NoRain
27.2,751.5,763.9,45,3,20.6,27.2,14,14.4,NoRain
21.1,751.5,763.9,61,4,20.6,30.6,16,13.3,NoRain
25,751.5,763.9,40,3,17.8,30.6,16,10.6,NoRain
30,751.8,764.3,33,6,17.8,30.6,16,12.2,NoRain
25.6,753.8,766.2,43,3,15.6,25.6,16,12.2,NoRain
18.3,754,766.4,68,2,17.8,29.4,16,12.2,NoRain
21.7,754,766.5,53,4,15.6,28.9,16,11.7,NoRain
29.4,754.3,766.9,29,7,15.6,29.4,16,9.4,NoRain
23.3,756.5,769.2,43,4,15.6,23.3,16,10,NoRain
16.1,756.5,769.2,63,5,15.6,26.7,16,8.9,NoRain
19.4,756.3,769,55,8,15,26.7,16,10,NoRain
26.1,756.1,768.6,42,4,15,26.7,16,12.2,NoRain
19.4,757.3,769.9,73,3,14.4,20.6,16,14.4,NoRain
15,755.8,768.4,87,0,15,27.2,16,12.8,NoRain
20.6,754.3,766.9,61,4,12.8,27.2,16,12.8,NoRain
27.2,753.3,766,39,3,12.8,27.2,16,12.2,NoRain
19.4,754.3,766.8,61,3,12.2,19.4,16,11.7,NoRain
12.8,753,765.7,90,2,12.8,26.1,16,11.1,NoRain
18.9,752,764.6,63,5,13.3,26.1,16,11.7,NoRain
25,751.5,764,43,4,13.3,25.6,16,11.7,NoRain
18.9,752.8,765.4,63,4,14.4,20,16,11.7,NoRain
14.4,752.5,765.1,81,3,13.3,21.1,16,11.1,NoRain
16.1,752.2,765,78,3,14.4,21.1,16,12.2,NoRain
20.6,753.3,765.9,59,2,14.4,20.6,14.6,12.2,NoRain
20.6,753.3,765.9,59,2,14.4,20.6,16,12.2,NoRain
14.4,752.8,765.3,87,4,14.4,28.9,16,12.2,NoRain
18.3,751,763.6,73,3,14.4,28.9,16,13.3,NoRain
27.8,751,763.5,38,3,14.4,28.3,16,12.2,NoRain
18.9,752.2,764.9,68,3,13.3,23.3,16,12.8,NoRain
